id,province,population,x_coord,y_coord,latitude,longitude,name
53065,5,20568,113805.233,125359.1916,50.44465808,3.8607686,QUAREGNON
53068,5,7187,101978.993666667,121031.270333333,50.3986714133333,3.69239044,QUIEVRAIN
53070,5,24121,109819.42712963,129994.236851852,50.4807025814815,3.80589663703704,SAINT-GHISLAIN
53082,5,21807,112841.3392,122226.2144,50.414957824,3.84166128,COLFONTAINE-WASMES
53083,5,5497,104526.849230769,116347.647692308,50.3597570769231,3.72337908461538,HONNELLES-ROISIN
53084,5,8313,120084.548103448,117474.999137931,50.3673093310345,3.93854691034483,QUEVY
54007,5,56641,69931.5088333333,159164.061333333,50.7380200666667,3.23864747166667,MOUSCRON
54010,5,18618,49628.2001219512,161139.549390244,50.7438962414634,2.91459287317073,COMINES
55004,5,21376,134794.195121951,145251,50.6183017829268,4.1539272804878,BRAINE-LE-COMTE
55010,5,12332,126778.216,153152.47,50.692204236,4.048787448,ENGHIEN
55022,5,83212,135354.98279661,129197.148644068,50.4742518559322,4.16031796779661,LA LOUVIERE
55023,5,18353,112628.975714286,155518.594285714,50.7092676642857,3.83900565714286,LESSINES
55035,5,8831,131228.1195,131853.427,50.48932552,4.0986517,LE ROEULX
55039,5,8541,120302.541071429,149074.984285714,50.6520566928571,3.94166715,SILLY
55040,5,27119,126793.079313725,139022.885294118,50.5633576372549,4.04364381764706,SOIGNIES
55050,5,10442,136408.604166667,138994.2125,50.5583399208333,4.165996325,ECAUSSINES
56001,5,12220,142972.248235294,121711.341764706,50.40604,4.28394,ANDERLUES
56005,5,7105,141717.365227273,102958.569318182,50.2370173090909,4.24818296590909,BEAUMONT
56011,5,34773,136400.467461538,122656.485384615,50.4147904876923,4.16794789538462,BINCHE
56016,5,10442,146926.77960199,80529.501840796,50.0354124074627,4.33480293880597,CHIMAY
56022,5,10236,133387.876,110517.104,50.30563897,4.13532148,ERQUELINNES
56029,5,3702,147937.585909091,95906.5845454545,50.1773272818182,4.33217305,FROIDCHAPELLE
56044,5,6096,141485.834444444,116045.915555556,50.3538001888889,4.24166217777778,LOBBES
56049,5,4395,137098.114,112875.577333333,50.32669724,4.18496406,MERBES-LE-CHATEAU
56051,5,5408,138958.323478261,77574.0804347826,50.0144189913043,4.2164479173913,MOMIGNIES
56078,5,16499,145502.370444444,112988.498222222,50.3236263466667,4.30578014,THUIN
56085,5,8430,130954.328125,119157.2246875,50.389893825,4.09828455,ESTINNES
56086,5,14609,153401.683333333,113287.092555556,50.3350936911111,4.40853727111111,HAM
